2017-06-02 02:50:00,78,0,71,65,59,68,69
2017-06-02 02:55:00,69,85,0,79,74,63,73
2017-06-02 03:00:00,87,85,78,84,0,93,72
2017-06-02 03:05:00,64,77,79,0,65,0,0
2017-06-02 03:10:00,37,89,77,0,0,0,64
2017-06-02 03:15:00,0,0,71,0,0,76,77
2017-06-02 03:20:00,72,73,81,0,65,0,80
2017-06-02 03:25:00,84,81,72,79,0,64,0
2017-06-02 03:30:00,72,76,77,68,0,67,64
2017-06-02 03:35:00,67,72,79,60,0,82,0
2017-06-02 03:40:00,78,72,0,73,0,67,72
2017-06-02 03:45:00,75,56,83,73,71,0,0
2017-06-02 03:50:00,79,0,76,91,84,70,78
2017-06-02 03:55:00,65,72,55,70,69,56,60
2017-06-02 04:00:00,77,68,75,75,0,66,72
2017-06-02 04:05:00,75,81,75,67,76,71,69
2017-06-02 04:10:00,72,82,75,0,0,74,0
2017-06-02 04:15:00,90,67,76,84,0,73,100
2017-06-02 04:20:00,69,76,72,75,72,75,72
2017-06-02 04:25:00,83,76,0,77,0,0,73
2017-06-02 04:30:00,87,78,86,72,0,65,83
2017-06-02 04:35:00,57,86,60,80,0,80,76
2017-06-02 04:40:00,76,65,96,76,0,75,69
2017-06-02 04:45:00,79,70,84,72,75,80,78
2017-06-02 04:50:00,70,75,0,72,59,97,78
2017-06-02 04:55:00,67,64,85,79,65,75,64
2017-06-02 05:00:00,68,87,70,72,76,72,73
2017-06-02 05:05:00,76,83,72,74,0,77,77
2017-06-02 05:10:00,70,70,82,68,0,75,79
2017-06-02 05:15:00,75,53,85,76,0,41,67
2017-06-02 05:20:00,83,78,11,74,71,84,81
2017-06-02 05:25:00,65,53,79,67,80,68,86
2017-06-02 05:30:00,79,77,72,66,75,72,69
2017-06-02 05:35:00,61,66,78,66,69,77,66
2017-06-02 05:40:00,68,64,91,74,74,70,84
2017-06-02 05:45:00,71,68,79,73,65,75,81
2017-06-02 05:50:00,59,76,74,68,68,64,72
2017-06-02 05:55:00,64,67,77,73,71,72,62
